"Date","BTC_USD","market_cap","total_volume","MSTR","MTPLF_USD"
2017-04-07,1189.77512370321,19347052264.0503,90840184.0505491,18.2800006866455,2.5279884434814
2017-04-10,1210.515,19691023824.75,76050218.0598343,18.4790000915527,2.43352861649392
2017-04-11,1226.618,19955556306.916,78899688.7601195,18.5669994354248,2.36923637689083
2017-04-12,1218.299,19822303422.025,83573376.8202922,18.3920001983643,2.37356216907066
2017-04-13,1174.209,19106860359.408,131395672.094694,18.1609992980957,2.47184839329854
2017-04-17,1205.143,19618884439.9,83379623.4147841,18.4230003356934,2.48939701272358
2017-04-18,1217.58,19823480859,85025813.9000163,18.5410003662109,2.49077490774908
2017-04-19,1225.721,19958292470.9,71343829.9379169,18.5939998626709,2.47570144874381
2017-04-20,1253.904,20419371472.848,112476255.647705,18.8110008239746,2.56081946222791
2017-04-21,1254.9875,20439557226.725,91517340.7193425,18.7590007781982,2.47524752475248
2017-04-24,1249.9563,20364256790.6925,70514448.2984891,19.0669994354248,2.4603608529251
2017-04-25,1263.045,20579834197.125,93017240.8955012,19.068000793457,2.43506493506494
2017-04-26,1287.32,20977699422.84,121914930.77676,19.3010005950928,2.42109038737446
2017-04-27,1331.3125,21697132034.375,134993633.379926,19.2490005493164,2.42958697021506
2017-04-28,1321.205,21534600390.46,161417797.381815,19.0170001983643,2.51256281407035
2017-05-01,1408.445,22964730936.125,217759983.724396,19.1350002288818,2.41545893719807
2017-05-02,1442.245,23518941607.875,189160669.697197,18.8010005950928,2.40942352311262
2017-05-08,1633.38,26655087385.5,276144904.853037,19.1520004272461,2.57001063452676
2017-05-09,1700.1775,27748404857.4425,383922543.252655,18.7880001068115,2.45205359488572
2017-05-10,1747.3175,28521047690.935,288565639.422934,18.7110004425049,2.54341343623926
2017-05-11,1808.7788,29527250348.0656,313353159.733077,18.7049999237061,2.54900237320911
2017-05-12,1700.7725,27767470033.9575,248020430.181866,18.5310001373291,2.47131509267432
2017-05-15,1696.13,27702000821.75,231039670.310277,18.7070007324219,2.55416593271094
2017-05-16,1716.315,28034610160.905,218205145.658721,18.7660007476807,2.56093253267397
2017-05-17,1804.4513,29477763646.6281,271656160.363145,18.3899993896484,2.51211196841916
2017-05-18,1889.4088,30868475119.0056,230137778.816666,18.4130001068115,2.52661974372857
2017-05-19,1972.9013,32237082949.2181,279848678.079718,18.3780002593994,2.51188660626177
2017-05-22,2109.3963,34479453631.095,580030832.789864,18.5219993591309,2.51911830859199
2017-05-23,2292.7025,37479380943.125,389402023.738918,18.2099990844727,2.50806162665711
2017-05-24,2448.1313,40025140034.1006,555024432.824941,18.1989994049072,2.49955365113373
2017-05-25,2366.9725,38704024228.25,889791512.268918,18.1499996185303,2.50671441360788
2017-05-26,2262.36,36997900173,716011543.958993,18.0769996643066,2.51572327044025
2017-05-30,2167.6438,35466825282.315,335746190.66624,18.2840003967285,2.52981568485725
2017-05-31,2329.0775,38113024210,416350458.717871,18.2360000610352,2.43880408273869
2017-06-01,2436.0363,39868442921.8656,438586633.518709,18.5939998626709,2.42718446601942
2017-06-02,2514.2275,41152717323.6675,292795886.853325,18.8320007324219,2.44366005973391
2017-06-05,2721.5525,44563721217.1875,334411829.516643,18.4130001068115,2.44366005973391
2017-06-06,2903.4438,47547556371.0756,1211604496.35452,18.2819995880127,2.56081946222791
2017-06-07,2716.0588,44484425844.04,717931660.78653,18.2520008087158,2.73872557969691
2017-06-08,2824.2038,46261410000.6806,580940070.417664,18.4610004425049,2.72479564032698
2017-06-09,2817.0638,46149913864.145,393210044.673031,18.0790004730225,2.62182442817105
2017-06-12,2701.255,44267424094.875,792436484.821471,18.1189994812012,2.7342325920525
2017-06-13,2736.1888,44844697932.88,410084483.665015,18.2119998931885,2.63349073737741
2017-06-14,2503.40127294964,41033780985.9874,565476421.779864,18.3400001525879,2.74825943569073
2017-06-15,2444.49371230854,40072859209.1697,845674827.712796,18.2819995880127,2.62063979757817
2017-06-16,2513.81034764638,41213920649.6624,404682134.618069,18.2600002288818,2.52616383976904
2017-06-19,2620.13645139993,42971547871.1846,307738404.799346,18.2390003204346,2.51481947188791
2017-06-20,2777.79265567999,45561980141.8107,461719561.539021,18.3139991760254,2.51211196841916
2017-06-21,2717.00310788798,44569583131.639,447106675.772025,18.44700050354,2.50941028858218
2017-06-22,2724.91221331707,44703988751.3517,273815444.466338,18.4599990844727,2.60416666666667
2017-06-23,2737.74623109829,44920255723.303,187781433.424785,18.4950008392334,2.51662771885673
2017-06-26,2488.19416337737,40837922140.4097,540038332.473498,18.4839992523193,2.51166128453534
2017-06-27,2531.34899878484,41550828140.5538,518735269.203419,18.5109996795654,2.57961216865326
2017-06-28,2575.43777025493,42279511902.8105,351206317.75964,18.882999420166,2.49598858976645
2017-06-29,2561.68143454198,42057301540.095,239853090.84821,18.9099998474121,2.58190883190883
2017-06-30,2490.75348798041,40897674121.9407,210111037.781457,19.1669998168945,2.58007117437722
2017-07-03,2576.7146569746,42326047726.1706,304599469.925626,18.6539993286133,2.73561595481821
2017-07-05,2607.21930206989,42836970322.0527,238310795.501446,18.4519996643066,2.73851590106007
2017-07-06,2612.67042830497,42931269844.3858,175365965.041674,18.261999130249,2.64830508474576
2017-07-07,2509.21820981689,41236052946.9441,260711000.656939,18.4990005493164,2.71691498685364
2017-07-10,2363.51568155487,38856285254.8423,387541497.12739,18.3770008087158,2.62973352033661
2017-07-11,2353.91066125207,38703498121.3667,420715282.367991,18.4340000152588,2.62697022767075
2017-07-12,2387.32891171674,39258160520.5589,314834432.761922,18.7679996490479,2.73875784079866
2017-07-13,2364.32126576467,38884514157.2404,233041527.683767,18.5790004730225,2.64573595555164
2017-07-14,2228.72879099011,36658380771.8299,320113442.029965,18.4729995727539,2.6628794603231
2017-07-17,2181.28608069932,35890008657.3943,495170862.901441,18.5820007324219,2.66051791415396
2017-07-18,2303.88935545646,37911881677.6493,729320057.541599,18.875,2.68120475466977
2017-07-19,2274.62136530529,37434637985.0459,577643323.797571,18.9810009002686,2.68408338552384
2017-07-20,2766.82511908244,45540558047.5374,1277986817.59583,18.931999206543,2.77578796561605
2017-07-21,2658.07491237597,43755767266.3314,856653849.519846,18.8479995727539,2.69832703723691
2017-07-24,2751.3470702262,45308735082.9126,356970178.139171,19.1900005340576,2.79027902790279
2017-07-25,2563.74789523364,42223997194.0121,793382308.082112,19.2509994506836,2.68889486421081
2017-07-26,2507.38968460757,41300436593.9477,583046427.095355,19.1560001373291,2.76538804638715
2017-07-27,2649.44120113807,43645402712.1523,438390969.567003,18.9179992675781,2.68769037806845
2017-07-28,2798.82931330334,46111586171.4183,1248796319.0283,13.9989995956421,2.6156760169568
2017-07-31,2871.3680152452,47322548226.2697,438125892.505886,13.451000213623,2.62728755209277
2017-08-01,2737.76379241919,45126045890.8525,745400937.096141,13.6280002593994,2.53784102238738
2017-08-02,2697.8509023017,44473195322.9003,412594211.034343,13.5930004119873,2.53554287784117
2017-08-03,2777.36799394604,45788833023.8079,339104668.190675,13.3559999465942,2.5426807119506
2017-08-04,2845.89716230278,46925073392.6328,368080367.510756,13.5729999542236,2.5279884434814
2017-08-07,3356.70973808691,55367416610.3614,695546889.094957,13.2130002975464,2.5279884434814
2017-08-08,3410.45008044914,56260701200.0342,803019985.188734,13.1490001678467,2.52844500632111
2017-08-09,3330.89782529283,54954274834.2482,638922625.077115,13.0600004196167,2.54452926208651
2017-08-10,3367.90538708821,55570438886.9555,424604065.329126,12.7740001678467,2.56011703392155
2017-08-11,3562.58766284089,58788973716.3366,641330314.433342,12.9010000228882,2.56739409499358
2017-08-14,4175.69529134641,68927834713.0695,1089626076.89888,12.8920001983643,2.64888564121301
2017-08-15,4149.30875941234,68500212180.1054,1908427436.10445,12.8690004348755,2.44520920123166
2017-08-16,4262.5587912331,70376601817.4805,1755705435.28061,12.8719997406006,2.52707581227437
2017-08-17,4286.91743450516,70778773053.6632,1774245121.0315,12.746000289917,2.63924281033855
2017-08-18,4097.68580247375,67671539511.3879,1515069151.86265,12.5930004119873,2.56128796194658
2017-08-21,3935.22993283277,65008176478.9385,712634899.39599,12.5209999084473,2.47956653503536
2017-08-22,4008.41668521521,66221496790.7666,1402352816.7447,12.6140003204346,2.46800731261426
2017-08-23,4069.0802390251,67231683430.3101,801748251.03475,12.5640001296997,2.47388675096207
2017-08-24,4167.28917680219,68859869628.5617,686855777.303872,12.5640001296997,2.56081946222791
2017-08-25,4199.89203158457,69403950803.0405,689332055.058404,12.576000213623,2.47162211644086
2017-08-28,4216.24277330547,69694649043.722,652038444.481155,12.6309995651245,2.56363303424281
2017-08-29,4394.06343624723,72641940495.6991,864725915.097578,12.6700000762939,2.47660979636764
2017-08-30,4553.80652713686,75292523274.5177,674336659.487383,12.5729999542236,2.45009074410163
2017-08-31,4702.93816308458,77767841900.0246,675647444.683004,12.8999996185303,2.45320734145012
2017-09-01,4863.19304868405,80428274476.4107,909131411.605347,12.8500003814697,2.45253883186484
2017-09-05,4447.87559221093,73598219046.0856,1626968192.53041,12.831000328064,2.38663484486874
2017-09-06,4592.25027789782,75996461011.3893,1060025861.63075,12.8190002441406,2.39080459770115
2017-09-07,4584.82027519271,75883474995.2214,669892692.722696,12.8360004425049,2.4016257158692
2017-09-08,4285.20793872097,70933796921.0375,1477975497.78973,12.8249998092651,2.41366505755663
2017-09-11,4164.97621199409,68968724069.3671,771493043.383739,12.8199996948242,2.3846647711639
2017-09-12,4130.95628475182,68415142331.6386,1062536773.82952,12.8520002365112,2.36342150713571
2017-09-13,3883.65200134942,64328714659.0518,1545425745.14121,13.2209997177124,2.44167118827998
2017-09-14,3100.66815470405,51366093442.3645,1950938472.01451,13.0100002288818,2.43990601843485
2017-09-15,3587.9431219159,59446207725.4173,3308099534.33931,12.6809997558594,2.43594370263443
2017-09-18,4012.28582499344,66500676482.3274,1282809663.10806,12.5950002670288,2.42195909580194
2017-09-19,3898.93473248234,64629619385.9421,942656241.437335,12.585000038147,2.51143600322899
2017-09-20,3858.02095060051,63957210363.2938,676074373.178109,12.5299997329712,2.42152466367713
2017-09-21,3628.05858753461,60152757874.0004,913652257.307351,12.451000213623,2.40427426536064
2017-09-22,3622.1830393146,60061814860.0474,767837732.756898,12.4759998321533,2.4104990625837
2017-09-25,3866.70515274174,64137374771.8755,800311260.760141,12.3959999084473,2.32891436761018
2017-09-26,3852.93520487706,63915425115.1268,544391497.583349,12.4540004730225,2.40727532097004
2017-09-27,4134.21241496119,68589320812.8248,936452128.575514,12.7329998016357,2.48315005321036
2017-09-28,4134.88495085993,68609525756.8762,852500405.353372,12.7720003128052,2.39659151429079
2017-09-29,4130.41524600294,68544241007.4188,829225349.38866,12.7709999084473,2.39701704545455
2017-10-02,4383.32549736353,72763860755.0592,738468958.961162,12.9060001373291,2.39786856127886
2017-10-03,4319.06921246641,71707074498.6132,760685985.694416,12.9270000457764,2.3936170212766
2017-10-04,4231.46418703684,70259971867.7924,573368922.937593,13.0989999771118,2.39276852180078
2017-10-05,4290.38040438142,71244448102.5062,713160614.135817,13.1160001754761,2.39489089941458
2017-10-06,4347.54723950876,72202651600.9086,623863525.065278,13.1359996795654,2.3961661341853
2017-10-10,4769.47734676417,79249573590.6279,1134289150.28717,13.2349996566772,2.31832367365136
2017-10-11,4807.92589489803,79896727838.7577,836737765.80882,13.2130002975464,2.31419670672007
2017-10-12,5331.61930195449,88609513441.2454,2084912155.23986,13.3570003509521,2.49154653852999
2017-10-13,5610.49316222874,93253757323.2705,3174154333.22038,13.5,2.41200643201715
2017-10-16,5728.93275055115,95258545426.3831,1060235879.62126,13.5830001831055,2.41675617615467
2017-10-17,5643.85907705172,93855824390.1239,1106795866.75399,13.58899974823,2.40384615384615
2017-10-18,5592.78222421231,93017336298.8763,2100240729.71262,13.6000003814697,2.39064990260315
2017-10-19,5696.38014134367,94752516351.644,1229468606.2978,13.5559997558594,2.3102896747823
2017-10-20,5952.7713587923,99030673396.693,1843078157.46766,13.6999998092651,2.37885462555066
2017-10-23,5959.98304059248,99188570754.3323,2039339670.51988,13.6879997253418,2.46348759458033
2017-10-24,5550.08158528565,92378194194.2474,2240037527.36316,13.7040004730225,2.45786516853933
2017-10-25,5704.87480650775,94967978387.4709,1621897626.21005,13.7849998474121,2.46262093227792
2017-10-26,5883.05318447111,97947023064.8977,1501048614.38205,14.0959997177124,2.37425255012311
2017-10-27,5775.51666530736,96164443214.4004,1332315431.05821,14.0860004425049,2.37216657880865
2017-10-30,6104.38870915078,101669814828.648,1307795534.5843,13.581000328064,2.38389546176938
2017-10-31,6368.65164135745,106082152741.218,1800486324.20211,13.2259998321533,2.37613306345155
2017-11-01,6714.78898671902,111860407349.423,2095690342.82086,13.4540004730225,2.45527884952648
2017-11-02,7059.7938605488,117621545279.665,4363333285.95942,13.3990001678467,2.5474349964863
2017-11-03,7234.73838202036,120546744685.76,2826731064.90647,13.3680000305176,2.5382932166302
2017-11-06,7103.04608116249,118388777524.712,2653734034.84982,13.4300003051758,2.54609306409131
2017-11-07,7166.74137167631,119464110442.178,1829995407.41903,13.371000289917,2.54609306409131
2017-11-08,7461.82443491069,124396351241.9,3478638875.17931,13.4390001296997,2.46435486710086
2017-11-09,7186.29277509382,119816786360.014,2330693500.64312,13.33899974823,2.55731922398589
2017-11-13,6423.09140246102,107125442451.24,4636291555.8788,13.2220001220703,2.64038021475092
2017-11-14,6652.21677956026,110957725266.311,1824550614.66447,13.3179998397827,2.6431718061674
2017-11-15,7297.66883633256,121737427357.354,2935591360.13778,13.2239999771118,2.65134776844896
2017-11-16,7814.9444036566,130381304858.568,3413089663.2046,13.3420000076294,2.56887235361857
2017-11-17,7783.54246476388,129865386010.109,3245859431.04955,13.3760004043579,2.58974816931595
2017-11-20,8220.50996617654,137213053125.934,1706394365.70662,13.4589996337891,2.66690372477554
2017-11-21,8114.13367954416,135455116259.548,2901936853.36067,13.6999998092651,2.75653565712253
2017-11-22,8257.12389528835,137857431278.079,1528137247.48478,13.746000289917,2.68769037806845
2017-11-24,8278.12843633886,138239984963.008,2135298893.09068,13.7430000305176,2.77927201004124
2017-11-27,9831.40292992241,164237026935.379,3629754499.83265,13.6300001144409,2.7027027027027
2017-11-28,10257.0674169803,171368281967.209,3453118781.61612,13.8199996948242,2.96949518581841
2017-11-29,9875.89230818829,165021094137.072,10258439067.6534,13.6590003967285,2.68456375838926
2017-11-30,10406.18772373,173903131019.367,7443964832.98962,13.6759996414185,2.76046304541407
2017-12-01,10995.7235531179,183780731163.873,5021611419.94158,13.5,3.03897032534859
2017-12-04,11634.9849554034,194541160318.899,3216349724.23645,13.5229997634888,3.01418439716312
2017-12-05,12174.2537397926,203585321680.101,3131952573.50185,13.456000328064,3.01525363604115
2017-12-06,13876.4735794148,232080024191.322,5086411370.06241,13.4469995498657,2.84900284900285
2017-12-07,18491.1815542282,309298517515.443,16482921408.0842,13.3990001678467,2.75066548358474
2017-12-08,16908.0049521112,282850210542.754,24144297784.1442,13.625,2.99427564949362
2017-12-11,17106.5051488871,286279279595.202,7710546749.544,13.3680000305176,3.0880536439033
2017-12-12,17249.920214656,288713846623.762,4686094939.5687,13.2360000610352,2.99243091005105
2017-12-13,16525.0444892988,276619329724.168,4407769522.20181,13.2849998474121,3.18049297641134
2017-12-14,16865.3616648753,282355027769.183,4117594354.00804,13.1750001907349,3.10945273631841
2017-12-15,17978.6305581344,301031043805.055,6146229228.58011,13.2650003433228,3.10614128505502
2017-12-18,19188.0539569348,321409248360.935,5411492204.5264,13.3979997634888,3.11387900355872
2017-12-19,18174.1867596316,304459646943.618,6141309845.2726,13.4820003509521,3.18640467339352
2017-12-20,17059.8883502646,285821795917.542,7509260354.08289,13.5069999694824,3.08941654161885
2017-12-21,16355.2382257401,274043056258.078,5580926436.9909,13.3649997711182,2.99770763533768
2017-12-22,14084.8249267767,236028031210.852,12164204097.121,13.1929998397827,2.8243601059135
2017-12-26,16616.6820570844,278573473665.536,4255570625.9614,13.1040000915527,2.91519434628975
2017-12-27,16373.0810795739,274522325686.838,4950722889.35151,13.1389999389648,2.73658192090395
2017-12-28,15067.8994980567,252666630245.445,5266566467.59302,13.1599998474121,2.83562250775366
2017-12-29,15096.5594360709,253178163423.298,3753038183.65771,13.1300001144409,2.7509095749401
2018-01-02,15321.9328517642,257079617264.841,4130217904.20997,13.1800003051758,2.76341593866999
2018-01-03,15583.8855377593,261505188675.858,3310355625.12559,13.2379999160767,2.76095475596722
2018-01-04,15976.365194174,268124738814.997,4217387187.52564,13.5059995651245,2.92605071821245
2018-01-05,18336.9229801691,307774011688.352,6275687595.94033,13.5010004043579,2.91570948930906
2018-01-08,15900.3650216006,266976271422.561,5752981089.53674,13.66100025177,2.91828793774319
2018-01-09,15604.7234082405,262044268423.305,4214092201.80707,13.625,3.02034289775251
2018-01-10,15509.2701268168,260474112841.845,4969472882.94121,13.6619997024536,3.13957660566918
2018-01-11,14050.5696063543,236008991341.729,5833888113.05388,13.8360004425049,3.05343511450382
2018-01-12,14759.294629915,247945818276.331,4021952802.5977,13.9750003814697,3.05672929964937
2018-01-16,11723.9135206658,197043955228.792,9677283153.05965,13.831000328064,3.43146108000722
2018-01-17,11415.3928442768,191882616843.447,10225958520.6217,13.960000038147,3.15855969677827
2018-01-18,11569.4249920858,194496634731.302,6558304864.22333,13.8850002288818,3.15656565656566
2018-01-19,11758.4693327652,197698672432.581,4208563477.45816,14.0979995727539,3.07525325615051
2018-01-22,10991.5950130802,184878210439.398,5012581424.29001,13.9219999313354,3.05892937471885
2018-01-23,10894.0009053405,183260375707.762,4779406610.50954,13.9099998474121,3.16856780735108
2018-01-24,11277.1159704489,189730563330.713,3582338295.94443,13.8290004730225,3.20659642693541
2018-01-25,11225.2544568853,188880475665.027,3204496193.30237,13.7329998016357,3.1278748850046
2018-01-26,11044.9072365744,185867144988.132,4616389063.3104,13.7790002822876,3.13711016792766
2018-01-29,11157.6638878978,187828526722.435,2345235501.17829,13.7950000762939,3.1158357771261
2018-01-30,11095.2106891266,186776632503.018,2321424679.53181,13.8380002975464,3.03030303030303
2018-01-31,9989.68977659669,168188285150.77,3804947187.22869,13.7729997634888,3.01893696825542
2018-02-01,10114.495086226,170304196700.157,3225562144.83861,13.9139995574951,3.10502283105023
2018-02-02,9070.55544937356,152744180864.164,4769515274.3457,13.5769996643066,2.98913043478261
2018-02-05,8315.51749143615,140081544557.235,3337096341.00611,13.1590003967285,2.90671268961759
2018-02-06,6852.05270051491,115444836533.448,5313588642.98138,13.3000001907349,2.74775599926727
2018-02-07,7711.2203289411,129936854004.417,9152685412.95559,13.3520002365112,2.83027481055419
2018-02-08,7611.61027778882,128271617562.325,4862232217.40141,13.1529998779297,2.93577981651376
2018-02-09,8208.57208449673,138345016554.785,3190753947.37883,13.0620002746582,2.85872371818517
2018-02-12,8168.63777979963,137716289625.309,2806997176.95887,13.2869997024536,2.8513612950699
2018-02-13,8911.3985742083,150256428069.512,3069219870.56557,13.451000213623,3.06719955386188
2018-02-14,8518.26907619091,143645913955.803,2551515988.21609,13.5830001831055,2.99065420560748
2018-02-15,9428.02560716167,159007423075.024,3282094240.87933,13.7849998474121,3.19669048514479
2018-02-16,10112.5801434467,170569769073.988,4332356645.96348,13.7550001144409,3.11027332704995
2018-02-20,11103.0900361497,187364222442.605,3486171704.86656,13.798999786377,2.8909820013056
2018-02-21,11502.3770496396,194121879194.226,4225354045.179,13.6770000457764,2.87997027127462
2018-02-22,9973.59211951887,168362084194.477,4574800113.39788,13.7370004653931,2.89827973074046
2018-02-23,10032.863112314,169362253983.195,4626064156.35444,13.7980003356934,2.90697674418605
2018-02-26,9699.51718151529,163790896885.658,2743650277.5619,13.7690000534058,2.89827973074046
2018-02-27,10355.5781264856,174886939893.198,3646748812.40375,13.5159997940063,2.79147669116963
2018-02-28,10709.3884310463,180884108725.43,3398119467.10627,12.7980003356934,3.09510410804727
2018-03-01,10346.664931035,174778709347.899,3182259829.31493,12.3870000839233,2.99317182677018
2018-03-02,10859.5521943893,183463718171.257,2892166041.0524,12.5430002212524,3.02886890676763
2018-03-05,11286.6762891691,190747933122.937,2580256309.47072,13.4139995574951,2.9253562328961
2018-03-06,11526.4209302906,194821583687.435,2693945511.00851,13.3199996948242,3.01801376968782
2018-03-07,10727.716249205,181342656441.092,3618749298.78603,13.3249998092651,3.02057768548235
2018-03-08,9999.68248604677,169056252057.669,4896773758.15041,13.4209995269775,2.92232277526395
2018-03-09,9420.85488958591,159289105130.238,4028135943.95804,13.6269998550415,2.99793891699457
2018-03-12,9512.45611286134,160888688653.477,3876612721.94766,13.6070003509521,2.91025159594442
2018-03-13,9232.70587979953,156177221215.631,4019736166.69097,13.503999710083,2.90697674418605
2018-03-14,9216.53097626842,155921695042.49,3628990704.00642,13.3430004119873,2.91984553075257
2018-03-15,8307.22338626638,140553335048.276,4020163253.19298,13.3369998931885,2.92259828415198
2018-03-16,8359.36528334063,141449655895.935,4571407139.63984,13.1759996414185,3.39302544769086
2018-03-19,8217.84219996114,139102798580.577,4330642347.54297,13.085000038147,3.30719077766229
2018-03-20,8640.52143024258,146274523240.434,4276409099.70447,13.0710000991821,2.91298628077429
2018-03-21,8926.82049620007,151135311240.403,3554700592.27965,13.0729999542236,2.91627469426152
2018-03-22,8970.31790627893,151888445786.249,3081152046.02369,13.0860004425049,3.03778241883425
2018-03-23,8736.38576909829,147943048662.132,2931676659.59385,12.9770002365112,2.86177620910045
2018-03-26,8478.63819558905,143623891714.181,2066020545.39261,13.0699996948242,2.95238095238095
2018-03-27,8186.19606281355,138684803358.943,2972024162.97679,12.8420000076294,2.93227393113886
2018-03-28,7836.76304425289,132779843611.386,2653185409.40399,12.7700004577637,2.82220131702728
2018-03-29,7930.77954092755,134386559681.906,2033730316.75905,12.8990001678467,2.91709795803143
2018-04-02,6836.57232729678,115896903503.058,2649647152.16978,12.5539999008179,2.73610717992263
2018-04-03,7080.41723231299,120044225923.527,2253363912.16746,12.6820001602173,2.81822451855331
2018-04-04,7464.35609406668,126568883854.608,2762080502.61078,12.6800003051758,2.72147147147147
2018-04-05,6845.31597826858,116084750821.373,2544238382.12146,12.7580003738403,2.69817640491254
2018-04-06,6855.42230460675,116269847527.264,2568972345.7027,12.5869998931885,2.6160889470242
